Date,AAPL,AMZN,CVX,GOOGL,JNJ,JPM,MA,META,MSFT,NVDA,PG,QQQ,SPY,TSLA,V,WMT
2025-04-11,197.89048767089844,184.8699951171875,133.99786376953125,156.9499969482422,150.44029235839844,235.06752014160156,509.06121826171875,543.152099609375,387.7381896972656,110.92229461669922,164.74937438964844,453.8902282714844,532.3661499023438,252.30999755859375,332.8471984863281,92.576171875
2025-04-14,202.25477600097656,182.1199951171875,133.6916046142578,158.87767028808594,153.0479278564453,233.59461975097656,511.767578125,531.0713500976562,387.0993347167969,110.70230865478516,166.94064331054688,456.966796875,537.5308837890625,252.35000610351562,334.624267578125,94.50151824951172
2025-04-15,201.87527465820312,179.58999633789062,132.9209747314453,156.12100219726562,152.31422424316406,232.0122528076172,516.680908203125,521.1190795898438,385.0231628417969,112.19220733642578,166.2891845703125,457.4761962890625,536.0253295898438,254.11000061035156,335.2532043457031,93.74334716796875
2025-04-16,194.0155792236328,174.3300018310547,133.73110961914062,153.1446075439453,152.6017608642578,228.50912475585938,512.7362060546875,501.9237976074219,370.92901611328125,104.48274230957031,164.23611450195312,443.68170166015625,524.1105346679688,241.5500030517578,330.7806396484375,90.97005462646484
2025-04-17,196.72203063964844,172.61000061035156,136.21090698242188,150.97723388671875,156.13150024414062,230.84786987304688,516.6309814453125,501.0944519042969,367.1060485839844,101.48294830322266,168.4212188720703,443.601806640625,524.8583374023438,241.3699951171875,329.0634765625,92.99515533447266
2025-04-21,192.9070281982422,167.32000732421875,132.1207275390625,147.49143981933594,155.58616638183594,227.89210510253906,508.6318054199219,484.2873840332031,358.4619140625,96.90327453613281,164.6241912841797,432.6241149902344,512.3652954101562,227.5,319.56927490234375,92.1871109008789
2025-04-22,199.47842407226562,173.17999267578125,135.64776611328125,151.28684997558594,156.40911865234375,234.46044921875,526.6174926757812,499.8953552246094,366.1478271484375,98.88313293457031,166.73973083496094,443.98138427734375,525.6959228515625,237.97000122070312,330.85052490234375,94.62122344970703
2025-04-23,204.33206176757812,180.60000610351562,135.03521728515625,155.16217041015625,154.05926513671875,239.72509765625,529.2938232421875,519.8699951171875,373.7039489746094,102.70286560058594,164.6043243408203,454.050048828125,533.841796875,250.74000549316406,333.81561279296875,94.73095703125
2025-04-24,208.09710693359375,186.5399932861328,137.39646911621094,159.08740234375,153.6130828857422,243.46705627441406,534.7365112304688,532.7401123046875,386.59027099609375,106.422607421875,158.44644165039062,466.8257141113281,545.07861328125,259.510009765625,335.15338134765625,95.60883331298828
2025-04-25,209.00592041015625,188.99000549316406,137.060546875,161.76417541503906,153.2660675048828,242.38229370117188,532.7590942382812,546.8492431640625,391.1319580078125,111.0022964477539,159.92633056640625,472.0298767089844,549.0169677734375,284.95001220703125,334.6142883300781,94.86064147949219
2025-04-28,209.8647918701172,187.6999969482422,138.41407775878906,160.41580200195312,154.02952575683594,242.0538787841797,533.7677612304688,549.3173217773438,390.4432067871094,108.72245025634766,160.7506866455078,471.8800354003906,549.226318359375,285.8800048828125,336.9504089355469,94.9903335571289
2025-04-29,210.9333953857422,187.38999938964844,137.6237030029297,159.9663543701172,154.5847625732422,243.44715881347656,538.9507446289062,554.0137329101562,393.31793212890625,109.0124282836914,161.15789794921875,474.9965515136719,552.6860961914062,292.0299987792969,340.9537353515625,95.80835723876953
